userName,at,content
Nyoman Mirah,2024-10-26 23:03:35,geme ini sangat berguna untuk belajar bahasa Inggris dan bahasa lain nya
L,2024-10-26 23:02:56,Lumanyan buat nambah ilmu pengatahuan bisa sambil main hp🤩👍
Akasa Gemapadma,2024-10-26 22:47:14,"The app is really good! It's not about learning English. But many languages we can learn. Anyway, this is really good. And usually I get a three-day premium free gift! But from now on, I'll be subscribing! 🤩"
CZM m.f.azzam99,2024-10-26 22:39:40,sangat membantu
Nuhan Bocil,2024-10-26 22:38:15,sangat seru belajar bahasa inggris
Sina Ibnu,2024-10-26 22:36:43,ini bermanfaat bagi saya karena aku suka bahasa Inggris! semoga di baca😀
Meli yanti,2024-10-26 22:28:55,sangat membantu sekali
Onesimus Tikara,2024-10-26 22:27:54,sangat bagus
Ita suke,2024-10-26 22:23:58,masih belajar sebagai pemula. sangat membantundan menyenangkan.
laode bau,2024-10-26 22:20:10,Aplikasi ini jarang sy gunakan
Hanifah Zakiyah rahma,2024-10-26 22:14:40,this app is so nice 🥰
Baharudin,2024-10-26 22:13:26,aplikasi ini mempermudah saya belajar membaca dan menulis
ilvy,2024-10-26 22:04:38,bagus cocok untuk belajar bahasa luar
Aleph phonse,2024-10-26 22:04:14,bagus tapi pendapatan gem terlalu sedikit
Faizatul yumna,2024-10-26 21:30:56,membantu
Nur Fadillah,2024-10-26 21:23:28,kereeeeeeeeeen banget kalian harus donglot sih nyesel kalo ngak dong lot Poko nya keren banget deh keren deh
Khayla Khumairah,2024-10-26 20:58:16,"caraaa belajarnyaa seruu banget, jadii gaa bosann 🤩🤩"
Dewa ayu santika Maharani,2024-10-26 20:35:15,seru dan dapat belajar tentang berbagai bahasa
Rizal Bakti,2024-10-26 19:28:07,mudah di mengerti😁👍🏻
saji saji,2024-10-26 18:57:58,ok ok
Achmad Rafiuddin ashfihani,2024-10-26 18:50:39,good
Rhama Yadhi,2024-10-26 18:18:40,Ferry good
Glloes Ria,2024-10-26 17:52:18,aplikasi yang sangat bagus 😊
Iyus,2024-10-26 17:44:45,"Anjay padahal kemarin gw mau kritik+ngasih saran, karna sering typo pas ngetik tapi di salahkan, eh malah udah dibenerin, gg sih, tadi gw pas nyoba dan gw typo, tapi tetep bener, tapi mungkin klo typo nya kejauhan GK bakal di benerin sih haha"
Malika Mulan sakinah,2024-10-26 17:41:04,aku bisa belajar berbagai bahasa dengan Duolingo 😍
Panji Kurniawan,2024-10-26 17:28:35,"aplikasinya sangat bagus , saya suka"
Sheilla Hanifah Fadlia,2024-10-26 17:12:52,Sangat bagus program belajarnya
Dimas Saputra,2024-10-26 17:10:56,"mantap bngt dan seru sekali belajar bahasa bersama duo ini semoga semakin sukses apk nya dan juga buat kalian jngn ragu"" deh buat download apk ini bagus bngt rill no pake pake ( real no fake fake) wkwk"
Diva Adithia,2024-10-26 16:43:52,"The application is very good, 5 stars, but there are LGBT elements in it, so it is 1 star."
Listhinamerialsoll Thina,2024-10-26 16:24:26,terimakasih untuk semua sangat membantu sya dalam bahasa Inggris lebih lancar thanks for dulingo
Chaca Imoet,2024-10-26 16:21:14,"keren ih, yg tdinya gatau jdi tau"
Dian Nurwanti,2024-10-26 16:00:24,Best apps
Christiani Injili,2024-10-26 15:58:51,"BAGUS BGT BUAT BELAJAR BAHASA BARU, katanya bakal ada updatean baru ya? Ga sabar but belajar Mtk sama belajar musikk"
Andy Gamer,2024-10-26 15:53:16,bagus
Wiwin Kuraesin,2024-10-26 15:51:05,sangat membantu dan jadi semangat belajarnya
Shefania Susila Putri,2024-10-26 15:50:12,"Bagus aplikasinya utk belajar meluangkan waktu mengenal bahasa apalagi inggris, percakapan dasar di bahasa inggris juga oke"
nurhayati renda,2024-10-26 15:44:01,aplikasi ini sangat membantu sekali
Ahmad Gofur,2024-10-26 15:43:30,sangat bagus dan membuat nilai saya naik dan di pilih Olimpiade kecamatan
Gio Keanu,2024-10-26 15:34:41,seru
Santo Sihaloho,2024-10-26 15:34:34,mantap menguji pikiran
Alfareza Alfareza,2024-10-26 15:28:26,Bagus sangat membantu untuk belajar lagi dan mengingat kata yang baru
Raihan,2024-10-26 15:22:58,best app for study languages when i'm tired with my job
Fitri wirdani,2024-10-26 15:14:34,bagus dan baik tapi susah menurut ku karena aku gak sering pegang hp
Echel Echel,2024-10-26 15:14:11,"Duolingo sangat asik! jadi saat belajar bahasa apapun tidak bosan! meskipun iklannya mengganggu, saya tetap menikmatinya! saya sudah merekomendasikan Duolingo ke teman saya, Terimakasih sudah membuat aplikasi ini!"
Deoniza Fatima,2024-10-26 14:54:10,Terimakasi untuk aplikasi duolingo bisa membantu saya belajar bahasa ingris dengan baik🙏🫶
Lisa Yuliana,2024-10-26 14:53:25,jadi nob
Lolah Lah,2024-10-26 14:52:27,"aplikasinya bagus bangett! cocok untuk orang yg mau belajar bahasa inggris dan ada juga level levelny,jadi kalo di mainin kaya permainan bukan kaya tempat belajar, cocok banget yang mau bimbel ataupun ke inggris"
Joseph,2024-10-26 14:48:07,very good tho for starter who don't know some languange
Gita Oilia,2024-10-26 14:45:52,seruuu bgtt
Taufik Hidayat,2024-10-26 14:43:52,mantap 😁👍
Adinda Amelia,2024-10-26 14:42:08,memuaskan
Naila Naufal,2024-10-26 14:02:46,Sangat mendidik anak-anak dan mendukung untuk Speak English setiap harinya pelajaran juga lumayan mudah dan dapat mengisi waktu luang anak dan jika kita mau belajar untuk karir juga bisa pokok nya duolingo terbest👍🏻
Hamidah Dita,2024-10-26 14:01:04,wah bagus sekali untuk yang baru be lajarrr
Shintya Indraswari,2024-10-26 13:58:23,Bagus sih bagus bisa bikin anak bahasa inggris bagus banget dehh.... Kalo belajar di sini belajar bahasa dari a bisa sampe z! Bagus 👍😀👍
Jenyfer Manangkoda,2024-10-26 13:56:59,sangat keren
Yopi Yusditama,2024-10-26 13:46:45,Saya rasa ada kecendrungan lgbt disini awal2 saya kira emang pertemanan antara cewe aja tapi kok lama2 jadi mau honeymoon berdua tuh Anna sama Sherly btw ini pelajaran mendengar ya kaya cerita singkat gitu bukan mau prasangka buruk tapi gimana coba kalo anak2 menganggap hal ini wajar bukan husband and wife malah wife dua duanya mohon disesuaikan duolingo padahal apk nya bagus banget buat anak2 belajar
Erix Firwandi,2024-10-26 13:43:57,sangat bagus
Ma Ma,2024-10-26 13:41:16,bagus bgt
Liezty Vani,2024-10-26 13:34:29,"Aplikasi ini bagus kita ga perlu bayar les bahasa inggris tapi udh bisa belajar bhs inggris dngn baik, trs kita selalu diingetin untuk bljrr, poknya bagus dehh 👍👍👍"
Yusmaniar Afifah Nur,2024-10-26 13:31:41,"Doulingo is best aplilasi, thank doulingo you get me being to be experince.😍😍"
Juandry Sairiltiata,2024-10-26 13:31:29,aplikasi ini sangat bagus dan membuat kita bisa mengerti bahasa inggris dengan cepat dan tepat
RAHMAT739W RAHMAT739W,2024-10-26 13:22:42,apk ini sangat mantap untuk belajar bahasa arab dan inglish
Mayang Puspita,2024-10-26 13:16:50,sangat membantu
Muhamad Fahri Afarizi,2024-10-26 13:10:16,Tolong dong buatin fitur indonesia nya buat belajar bahasa jepang kaka tokopedia
Muhammad Ridho Ramadhan,2024-10-26 13:06:55,👍
Fabian Maulana,2024-10-26 12:47:03,Bagus
Prabu Balarama,2024-10-26 12:36:52,sangatlah bagus untuk belajar bahasa disini
Akbar Putra,2024-10-26 12:34:49,sangat bagus dan membantu pelajar dalam memahami kosa kata atau kalimat bahasa asing
Farel Julio permana,2024-10-26 12:26:05,"duolingo, terimakasih karena mu aku telah banyak mengenal perkataan baru dalam bahasa Inggris😊"
M Aqib Hasan Basri,2024-10-26 12:23:25,Aplikasi yang mensupport saya meningkatkan skill bahasa inggris. thank you.
Fachry Ammarsyah,2024-10-26 12:22:18,so decent
Rhaissa savitri,2024-10-26 12:22:15,sangat membantu untuk belajar bahasa 👍✨
Merlin Ardilana,2024-10-26 12:20:39,membantu
Maysa Aryanti,2024-10-26 12:14:22,seru banget + gak bikin bosen jadi gak berasa belajar nya + banyak banget bahasa nya yang bikin makin seru
Choco 92,2024-10-26 12:11:08,"baru diupdate karena sebelumnya ngelag terus, setelah diupdate malah tambah parah. Padahal udah nyelesaiin pelajarannya karena ngebug jadi nggak dihitung dan akhirnya ngulang lagi, yang harusnya misal tiga pelajaran jadi 4 atau bahkan lebih. Jadi harus keluar apk hapus dari riwayat baru masuk lagi, dan ini bukan cuma sekali dua kali padahal koneksi internetnya bagus lancar lancar aja. Padahal baru kemarin diupdate tapi performanya malah menurun."
rudee balboa,2024-10-26 12:08:52,Coba dulu..
Saesar Dwi Rahman,2024-10-26 12:03:20,keren
Nizam Al ghani,2024-10-26 12:03:14,bagus banget
Septian Rafael,2024-10-26 12:02:59,"Micnya suka kecil sendiri , tidak bisa lebih besar lagi suaranya"
Yusi Sartika,2024-10-26 12:00:41,gooooooood
Septi Win,2024-10-26 11:56:37,benar mulai dari dasar sangat membantu 💃💃💃🥰🥰🥰🙏🙏
Banezha Ashyifa Narotama,2024-10-26 11:54:57,Aplikasi ini sangat mendukung pembelajaran anak anak loh dan sangat memanfaatkan waktu juga jadi ayo cepetan download aplikasi ini!!!
Bonny Widya Kristine waruwu,2024-10-26 11:52:57,"bagus banget aplikasinya, bisa belajar bahasa Inggris dari nol."
ibuke danisa,2024-10-26 11:45:12,aplikasi ini bagus jadi aku bisa menjawab pertanyaan ulangan bahasa inggris
Tom XD,2024-10-26 11:44:33,"cool,so perfect"
Wildan Arif,2024-10-26 11:37:47,A good game to study
Siti Hajar,2024-10-26 11:28:57,membantu saya menjadi bisa bahasa inggis
Kinzy Amiya,2024-10-26 11:24:28,Bagus banget membantu untuk belajar dan kayak game seru
Nidar Nidar,2024-10-26 11:21:26,Bagus. Bisa banget melatih diri untuk bisa bahasa Inggris
baim46 agunda,2024-10-26 11:19:42,Bagus
Swadow 04,2024-10-26 11:18:08,"Aplikasinya bagus,tapi ada bug yang mengganggu, animasi karakternya tidak bergerak, tolong diperbaiki 🙏"
Nazhifa Berkah,2024-10-26 11:17:56,Aku lihat vt nya di Duolingo ternyata dia jahat
Dewi Fitriani,2024-10-26 11:15:56,duolingo sangat menyenangkan
Rch Sopiah,2024-10-26 11:14:12,sangat membantu . terimakasih duolingo
Halimatus Sa'diyah,2024-10-26 10:54:54,"seru mainnya, interaktif, recommended"
akbar dwi cahya kj,2024-10-26 10:48:19,sangat sangat terbantu
Raff Xyzz,2024-10-26 10:41:23,sangat enak belajar nya dan ini sangat membantu cara berbicara bahasa inggris
Nash Zkn,2024-10-26 10:40:25,"kerenn, semoga yg belajar bahasa manapun bisa komitmen dan berhasil menguasai bahasa yg dipelajari"
Tri Ananda,2024-10-26 10:39:44,duolingo sangat membantu duolingo sangat membantu saya sebagai pemula ingin belajar bahasa Inggris terima kasih duolingo
Queen Jh,2024-10-26 10:38:21,"aplikasi yg bagus . bisa digunakan untuk pembelajaran pada anak-anak maupun orang dewasa. mantap, sy suka❤️"
wafa rifatillah,2024-10-26 10:35:30,sangat membantu sekalii
Ellora Zoe Saffrona,2024-10-26 10:29:24,anak-anak bahkan bisa menjadi pintar jika ada duolingo loh!.
romy safrial,2024-10-26 10:24:09,"luar biasa , sangat membantu , Thnaks"
Dichry Mare,2024-10-26 10:19:46,sangat senang n luar biasa cara belajar sederhana and cepat dipahami 👍👍🙏
Syifa syifa t .a,2024-10-26 10:15:19,Suka banget sama aplikasi ini Tapi kenapa harus support LGBT kan aku jadi ngerasa bersalah 😰😫
Muhamad Fadil pratama,2024-10-26 10:13:47,aplikasi yang bagus untuk belajar bahasa ☝️
Khusnul Munir,2024-10-26 10:09:45,aplikasi ini sangat membantu saya dalam belajar bahasa Inggris
Naziha Khanza,2024-10-26 10:07:56,"bagus banget,,, sebelum nya aku paling gak suka pelajaran bahasa Inggris,,pas download ini langsung suka sampai nilai nya besar teruss😍"
Putri Salsabila,2024-10-26 10:06:29,Sangat membantu
Arkananta,2024-10-26 09:58:34,terima kasih atemin baik udah ngebekuin streak ku:D
Pelutan Pemalang,2024-10-26 09:58:02,4 Bintang dulu
Programmer Jadul,2024-10-26 09:55:28,Bgs g ribet.
Anis Papeng,2024-10-26 09:54:32,senang belajar dengan duolingo
Jafri Barabai,2024-10-26 09:50:39,karena aplikasi ini bisa melatih kita berbicara b inggris
Kiel,2024-10-26 09:47:25,😁
wndrslistiana,2024-10-26 09:34:29,gilakk apk nya bguss bngett bisa bljr b inggris seperti bermain game😍😍
Ali W. Nasution,2024-10-26 09:19:23,bagus bisa bikin lancar b inggris
Puji Pambudi,2024-10-26 09:09:41,cool
Ristiani CN,2024-10-26 09:06:09,seru buat belajar dari pemula
John Andre 88,2024-10-26 09:03:31,"keren, membantu sekali"
Adhityo Harsono,2024-10-26 08:37:30,good aplication
Bayu Prinantyo,2024-10-26 08:29:03,Sangat Bagus untuk belajar banyak bahasa.
Riski Makakombo,2024-10-26 08:21:33,Sangat membantu dan aplikasi nya sangat bagus
Bryan,2024-10-26 08:09:24,aplikasi ini sangat bagus untuk belajar
vannn,2024-10-26 08:05:12,sangat menyenangkan cocok untuk belajar
Fikri Ki,2024-10-26 08:00:51,sangat seru
Alifan Wijaya,2024-10-26 07:57:27,saya merasa lebih pede ngomong bahasa ingris
Adiba Shakila Rahman,2024-10-26 07:53:47,baguss bangettt🎀🎀😺🙆‍♀️🙌🏻
evie riyanti,2024-10-26 07:51:01,"gamenya bagus banget!! nyesel aku gak download dari dulu, terimakasih DUOLINGO!"
Ayu Asyada,2024-10-26 07:42:45,sangat bagussssssss 👍👍👍👍👍👍👏👍👍👍👍👍👍👍👍👍👍👍👍kalian GK akan bosen seru lagi aku mau nambah terusssss👍👍👍👍👍👍👍👍👍👍👍👍👍👍😊😊😊😊😊❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
Nana dwi Yuliana,2024-10-26 07:42:01,happy and smart
Vito Santosa,2024-10-26 07:41:00,Ini bagus soalnya membuat aku bisa bahasa manapun😋
Defita Putri,2024-10-26 07:40:02,"sangat bagus dan pembelajarannya itu tidak langsung dengan pertayaan yang banyak, sedikit demi sedikit jadi pembelajaran ini membuat kita itu mudah paham dan mudah mengerti juga dan belajarnya itu asik karena sambil bermain dan santai juga trimakasih duolingo. duolingo ini sangat membatu 🙏🙏"
Liaa Bct,2024-10-26 07:37:58,"bagus bngt sangat membantu nga nyesel download, nga ngebosenin belajar bhasa nyaa"
Rina Sulistriana,2024-10-26 07:13:57,"saya senang belajar bahasa di duo lingo,, menyenangkan dan mudah dipahami"
The Hijabi,2024-10-26 07:13:49,"Aplikasinya lumayan bagus, tapi sayang sekali di bag cerita ada kisah ttg L96T hufttt, kl anak"" yg main bs gawattt min, kl bs ceritanya yg lurus"" aja ya, ada ttg Anna adl wife dr si Selly ceritany mereka mau honeymoon, kl bs ya difficult husband aja knp hrus difficult wife, semoga ditingkatkan lagi y min hapus L96T. Thanks"
Shincan 199,2024-10-26 07:12:46,good
Bilal Azizan,2024-10-26 07:11:53,Bagus Dangan kata kata motivasinya aku jadi mau belajar lagi
Desi Susanty,2024-10-26 07:00:25,aku bisa menambahkan vocabularry buat sekolah terima kasih duolingo🤗🙏🙏🥰
Astuti Irfan,2024-10-26 06:59:52,dengan duolingo saya bisa belajar bahasa yang saya mau
Lenny Arifin,2024-10-26 06:58:00,not good and not bad
Raditya rasya ramdhan,2024-10-26 06:56:50,saya semakin pintar bahasa inggris dengan adanya aplikasi ini
Dzakia Shaki,2024-10-26 06:47:38,"sangat membantu untuk yang baru saja belajar bahasa inggris,dan juga seru!!"
Aliq,2024-10-26 06:42:13,it s good
Rezki Ameliaa,2024-10-26 06:41:22,Bagusss bangettt buatt belajarr bahasaa
kailahanza Saiful,2024-10-26 06:40:19,Bisa g sihhh seratus/100
Rizky Pambudi,2024-10-26 06:36:48,Aplikasi yang sangat bagus untuk belajar bahasa Inggris
Gisel 123,2024-10-26 06:33:30,"BAGUSS BGT , awalnya aku pdhal ga bisa b.inggris tapi jadi lancar bangett , terimakasih duolinggo"
Suardi Suardi,2024-10-26 06:15:26,BAGUS AJA
Syalwa Sasa,2024-10-26 06:06:29,ini sangat baik untuk saya sudah mempelajari sedikit dan saya sudah tau sedikit tentang bahasa Inggris thank you to Duolingo
Muslihudin,2024-10-26 05:56:59,Senang Belajar dengan DuoLingo
sakti jiwo,2024-10-26 05:56:16,the best aplikasi bahasa paling enak
Ella Ella,2024-10-26 05:55:02,memperlancar percakapan
Komang Deva Suparsa,2024-10-26 05:38:22,Bagus untuk anak² baru belajar bahasa inggris dan untuk dewasa bljar bahasa yang lain Keren lah pokoknya
Ilham,2024-10-26 05:34:23,ini membuat anak jadi pintar 👍💡
Melani Rizki Maulana Melani,2024-10-26 05:23:38,ini aku berpaling KPDNYAB cek nomor tsb hari ini adalah daftar ® ® ®
Rizka Juliana,2024-10-26 05:21:44,saya suka dengan duolingo
IPTV official,2024-10-26 05:18:58,Aplikasi duolingo adalah aplikasi belajar bahasa Inggris yang tidak berguna sama sekali dan tidak bisa membantu secara efektif dan hanya membuang buang waktu aplikasi sampah
Arka Sujud,2024-10-26 05:18:06,nice
Sinar Timika,2024-10-26 05:16:01,sangat membantu
Damas Cell,2024-10-26 05:11:47,bagus bgt😎😎
Enhy Umasugi,2024-10-26 05:11:38,"aplikasi yg sangat membantu, suka banget"
Bernadeta,2024-10-26 05:04:28,bantu saya untuk belajar
Nasywa Nurul Qamariah,2024-10-26 04:57:45,"bgussss, seruuu"
Leoni Anjani,2024-10-26 04:56:50,aku suka Duolingo karena dari aku tidak bisa bahasa Inggris jadi bisa bahasa Inggris jadi aku suka banget Duolingo
Hasbian Syah,2024-10-26 04:51:00,pembelajaran di Duolingo sangat mudah dan menyenangkan saya sangat puas belajar dengan Duolingo
Aliiy ehsan mawlana Halid,2024-10-26 04:45:59,i can learn more English and can soften my sound on English (IM from a different country beside English language)
maya Dellu,2024-10-26 04:42:54,very helpful for me
Yuliana,2024-10-26 04:34:38,good job
Anisa Plkln,2024-10-26 04:31:46,sangat menyenangkan
Fia Nurafiah,2024-10-26 04:29:20,seru banget belajar sambil bermain di sini apalagi bisa ajak keluarga atau teman juga must try✨💗♥️🤩
Rizky Wahyudi,2024-10-26 04:27:17,aplikasinya sih seru tapi online
Tati Rohaeti,2024-10-26 04:26:39,"keren banget, smbil ngasuh anak bisa smbil nambah² pengetahuan lagi"
Putri Liunokas,2024-10-26 04:21:02,sangat membantu
Wietho Senju,2024-10-26 04:18:35,joossss ✨
Rafika Susri,2024-10-26 04:01:19,"Baguss bgt, seru dan asik belajar nya, semoga bisa lancar berbahasa dengan bantuan duolingo 🤲🏻"
Sini Saja,2024-10-26 03:55:58,makasih
Chiko Athaa12,2024-10-26 03:40:21,Mengajarkan kita mana yg benar dan mana yg salah di dalam bahasa Inggris😁😁😁
sundari adiyani,2024-10-26 03:33:28,bagus sekali untuk belajar
Muhammad Faza,2024-10-26 03:33:27,bintang 5 harusnya tp sayang setiap selesai stage pasti iklan
Anita Christina,2024-10-26 03:19:07,game nya bantu aku bisa bahasa inggris terus game nya tuh GK ada iklan terus melatih kita buat belajar setiap hari udh itu aja sihh
ummu Althaf,2024-10-26 03:18:35,keren
Dzaky Resano,2024-10-26 03:09:35,permainan ini seru dan bisa belajar
jeri rokhmanto,2024-10-26 03:07:17,Ini gm bagus dan menarik
Zadzan Yamani,2024-10-26 03:05:03,bagus sekali 👍
Avriel Moses,2024-10-26 02:51:13,ty banget Duolingo
Uwang Nabawi,2024-10-26 02:48:35,bagus dan seru pantes di suruh guru download
Erna Nuraeni,2024-10-26 02:43:04,bagus permainan nya ada yg free ada jg berbayarnya. Tks yg udh bikin game ini.
Mereka Siapa,2024-10-26 02:30:10,sangat bagus dan membantu
nova marwah,2024-10-26 02:27:06,"belajarnya seru dan bisa cepet dimengerti dan juga membantu pelajar, kerja dan lainnya 👍👍"
Supian N,2024-10-26 02:25:49,sangat manarik
Selvi sofia Ningsih Selvi Ningsih,2024-10-26 02:22:25,maa syaa Allah bagus bangett😍😍
sean l,2024-10-26 02:22:12,"terimakasih banyak, sungguh aplikasi ini sangat berguna untuk belajar saya, suatu hari nanti saya harap akan bekerja sama dengan duolingo untuk membangun negeriku Indonesia terutama dalam hal pendidikan"
Muhammad Syafiq Azmi,2024-10-26 02:11:40,Please don't let me
Hari Leksen,2024-10-26 02:10:39,mantap
Kenzi Hamza,2024-10-26 02:08:10,nice
Zalfa Nada,2024-10-26 01:42:12,"terimakasih duolingo aku jadi menang juara satu ""berbicara menggunakanbahasa inggris"" terimakasihhh, aku suka duolingo!!!"
Annabella Ariesty,2024-10-26 01:30:57,Seperti main game dan aku semakin pintar bahasa inggris i love you Duolingo🙌
Alwi Rahmadi,2024-10-26 01:18:59,oke good
Thira Vaddhāni,2024-10-26 01:13:02,I like it very much*v*
Kevin Evans,2024-10-26 01:12:28,Bagus buat belajar bahasa lain tapi buat refill hatinya mahal tapi seru
Rozbachrum ',2024-10-26 01:08:53,Bagaimana cara untuk khusus matematika???????
Agam Abdillah,2024-10-26 01:07:55,aplikasi keren
Robiatuladawiyah Students,2024-10-26 01:02:09,"menyenangkan dan mudah di pahami,bisa belajar kosa kata dengan cepat"
Yunita Warandoy,2024-10-26 01:01:42,Mudah dipahami dan sangat membantu bagi pemula. Terima kasih Duo Lingo
Hanzz Raja ibelis,2024-10-26 00:54:21,"keren kang, gw disekolah nilai b Inggris nya auto 80-100"
Gita Fitriani,2024-10-26 00:43:22,lebih cepat hapal
NOVI Sesanti,2024-10-26 00:41:45,sangat membantu
Yuyu Nurnaningsih,2024-10-26 00:06:11,memudahkan anak anak untuk belajar bahasa apa saja tanpa perlu membayar. Terima kasih
Mutiara Asya,2024-10-25 23:56:14,seru aja cara belajarnya makin hebat berbahasa dengan duolingo
Devin Devi,2024-10-25 23:52:16,seruuuu
Nur Chamid,2024-10-25 23:47:54,sangat membantu untuk belajar
kinara humaira,2024-10-25 23:37:51,Good! i love learning japan ilysm :)
anthie yanti,2024-10-25 23:36:57,sangat bagusss
Alifah Alya Hanifah,2024-10-25 23:33:59,aku menjadi juara satu di kelas dan main kan ini sangat mudah
Haifa Yusral,2024-10-25 23:29:55,"seru sebagai pelajar semakin giat belajarnya ""kenapa aku kyk robot"""
AnNur Channel,2024-10-25 23:25:14,"Mantap, sangat membantu dalam proses belajar bahasa Inggris"
charnata kamal,2024-10-25 23:08:58,mantapu
Rahmat Hidayatullah,2024-10-25 23:02:24,terbaik
Mat Said,2024-10-25 23:01:57,game nya seru banget dan bagus untuk anak anak dan remaja dan dewasa yang mau belajar bahasa negara lain
Fisilmi Kaffah,2024-10-25 22:57:01,baguss banget dan asik sihh aku jadi peringkat ke3 dari semenjak pake duolingo
Eva Sarini,2024-10-25 22:48:52,seruuuuu
Supriatin Tintin,2024-10-25 22:44:36,seru belajar bahasa inggris bersama Duolingo
Alex,2024-10-25 22:31:58,gokill Bismillah konsisten terus
Hizbi Maulana,2024-10-25 22:31:22,Terkadang arti bahasanya tdk pas/sesuai
azzanurhafizah 67,2024-10-25 22:28:52,seruu
Gunawan None,2024-10-25 22:23:28,"Bagus banget, bisa untuk les privat B. Inggris..... 😁😁sendiri di rumah..... 😀😀"
Calon Invetigasi,2024-10-25 22:21:42,"interesting,helpfull,rekomended"
Muhammad DM,2024-10-25 22:08:34,luar biasa...!
Berlianaputra Berliana,2024-10-25 22:07:02,top
Frantino Delino,2024-10-25 22:05:37,it's fun
viola offline,2024-10-25 22:02:02,I like it
Neny Callisto,2024-10-25 21:56:05,very fun
Rafky Raditya,2024-10-25 21:48:26,Sangat membantu dalam belajar bahasa Inggris
Rivaldo Sahetapy,2024-10-25 21:33:17,"terima kasi untuk aplikasinya,sangat membantu."
Sultan Sogir agustian,2024-10-25 21:29:52,"saya sangat excited banget, dengan aplikasi ini terimakasih 🙏"
Dul sigmaa,2024-10-25 21:29:10,usefull!
Lady Khasanah,2024-10-25 21:22:05,mohon iklannya di kurangi
Rahmat Wijaya,2024-10-25 21:21:15,"aplikasi nya baguss bangett,aku bisa belajar bahasa apa aja di sini,aku suka banget sama apk nya,aku jadi bisa bahasa jepang karna apk Duolingo"
Mariana Ntx,2024-10-25 21:16:17,"Gak sengaja Nemu, langsung download untuk anak SD aq. pasti dia suka, karna berbentuk game. happy banget ketemu ini"
Aryadewa,2024-10-25 18:23:07,"Game zionis, penuh dengan promosi LGBT"
Chipsubhan Subhan,2024-10-25 18:22:13,sangat bagus
Marko Green,2024-10-25 18:08:39,"The best apps for learning, kurangnya cuma satu, setelah sudah cukup panjang belajar ternyata tiba2 pelajaran terhenti, tidak ada pelajaran2 baru, sudah sekitar 4 hari hanya review2 saja.. padahal sedang semangat2nya belajar.."
Yasmin Maidina,2024-10-25 17:16:59,saya jadi bisa bahasa Inggris karna Duolingo
Suri Anto,2024-10-25 16:49:45,sangat menyenangkan
irman zakariya,2024-10-25 16:25:31,aplikasi good
Melvi Dwi pratiwi,2024-10-25 16:24:06,bagus untuk kita bljr bahasa inggris sama bahasa lainnya
NURFATIMA MULIANTI,2024-10-25 16:07:49,Sangat membantu saya yang pengen banget bisa bahasa inggris
Almira Azzahra,2024-10-25 15:52:11,aku kasih bintang lima karena ini membantu aku pakai bahasa apapun dan sekarang membantu aku belajar bahasa Inggris dan Jepang ini membantu banget sih🤩😍👏🏻
Anandysa Jasmine,2024-10-25 15:42:21,baguss bangett
Desa Lama,2024-10-25 15:36:35,cool application
Choko Delia,2024-10-25 15:32:33,bagus buat yang mau coba bhsa bru
Beigadudo Kawan,2024-10-25 15:28:57,sangat bermanfaat
Korosu Korosu,2024-10-25 15:10:18,"Many questions are always repeated, please add some variations of other questions"
Deny yusuf Triatmoko,2024-10-25 15:07:33,apk ini sangat bagus untuk saya dan keluarga saya
Pebi Ananda Yulisna Putri,2024-10-25 14:51:20,"aplikasinya baguss bgtt, sangat membantu buat aku yg newbie ingnih. terimakasih yahh🎀‼️💥"
geomatikaindo perdana,2024-10-25 14:48:53,menyenangkan dan memotivasi makin semangat belajar sampai bisa lancar berbahasa inggriss.. thanks
Abil Zora26,2024-10-25 14:35:24,"forced to buy premium, I'm fed up and don't want to download anymore"
M.NAUFAL,2024-10-25 14:35:22,skibidi
Iftina Rafifa P,2024-10-25 14:30:29,"Halo duolingo.. aplikasinya udah bagus nih buat belajar bahasa asing.. Aku mau tanya kalau mau ngubah kata sandi yg lama jadi baru gimana ya? (Soalnya aku lupa kata sandi yg lama terus mau aku bikin baru lagi, takutnya aplikasinya malah kehapus datanya nanti ilang)😊 Aplikasinya bagus pol.. Berkat duolingo aku jadi lebih bisa bahasa inggris disekolahan 😊💗"
݊ꪀυׁׅꭈׁׅ Fatihazahra,2024-10-25 14:28:20,ini bisa buat aku jadi lancar belajar bahasa Inggris
hilmanfikri Mubarok,2024-10-25 14:26:22,mantap
Gilang perdana,2024-10-25 14:15:28,nice
Dalwi Anggoro Saputro,2024-10-25 14:14:23,"Aplikasi sudah cukup baik, tetapi setiap klaim XP selalu muncul bux nya"
Soriani Situmorang,2024-10-25 13:57:51,bagus
siti maesaroh,2024-10-25 13:53:32,ini keren banget soalnya saya bisa belajar bahasa Inggris....... :::::))))) :)
Erma Wati,2024-10-25 13:48:29,sangat menarik
Agus Nur Ahmad Buamona (Gostu),2024-10-25 13:40:08,Kenapa ada minuman keras? Itu berbahaya untuk anak di bawah umur. Dan saya menemukan unsur LGBT
Rachat Vijay gmail,2024-10-25 13:39:35,"Aplikasi ini sangat mendukung LGBT, dilihat dari konten materinya. Jadi anda minat berlangganan? Audzubillah mindzalik This application is very supportive of Lesbian, Gay, Bisexual, Transgender, judging from the content of the material. So are you interested in subscribing? Audzubillah mindzalik"
